measurement_type,category,attack_case,run,accepted,rejected,rejection_stage,reason,latency_ms,budget_invariant_violation
measured,replay,nullifier_replay,11,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.4471999993547797,0
measured,replay,nullifier_replay,12,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.150399999693036,0
measured,replay,nullifier_replay,13,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.1102999998256564,0
measured,replay,nullifier_replay,14,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.2462999997660518,0
measured,replay,nullifier_replay,15,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.546200000680983,0
measured,replay,nullifier_replay,16,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.7001000000163913,0
measured,replay,nullifier_replay,17,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",3.214000000618398,0
measured,replay,nullifier_replay,18,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.796699999831617,0
measured,replay,nullifier_replay,19,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.8116999994963408,0
measured,replay,nullifier_replay,20,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",1.9741999991238117,0
measured,replay,nullifier_replay,21,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.7154999999329448,0
measured,replay,nullifier_replay,22,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",3.6016999995335937,0
measured,replay,nullifier_replay,23,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.2383000003173947,0
measured,replay,nullifier_replay,24,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.2770999995991588,0
measured,replay,nullifier_replay,25,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",3.586800000630319,0
measured,replay,nullifier_replay,26,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.0279999999329448,0
measured,replay,nullifier_replay,27,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",1.9956000000238419,0
measured,replay,nullifier_replay,28,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.278800000436604,0
measured,replay,nullifier_replay,29,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.2965000001713634,0
